Date,Circuit,Country,International,Tournament,CA_1,CA_2,CA_3,CA_4,CA_5,CA_6,CA_7,CA_8,Event_Link,Round_Code,Round,Motion,Infoslide,Topic_Area_1,Topic_Area_2,Topic_Area_3,Topic_Area_Specific_1
2014-08-19,Europe,"Zagreb, Croatia",2,Zagreb EUDC,Rebecca Meredith,Milan Vignjevic,Alon van Dam,Ashish Kumar,Engin Arikan,Maja Cimerman,Sella Nevo,Tomas Beerthuis,,5,5,This house believes that states of the former Yugoslavia should not commemorate the events of the Yugoslav Wars.,,International Relations,,,
2014-08-19,Europe,"Zagreb, Croatia",2,Zagreb EUDC,Rebecca Meredith,Milan Vignjevic,Alon van Dam,Ashish Kumar,Engin Arikan,Maja Cimerman,Sella Nevo,Tomas Beerthuis,,9,9,This house believes that states should hold binding national referendums on major peace agreements.,,International Relations,Politics,,
2014-08-19,Europe,"Zagreb, Croatia",2,Zagreb EUDC,Rebecca Meredith,Milan Vignjevic,Alon van Dam,Ashish Kumar,Engin Arikan,Maja Cimerman,Sella Nevo,Tomas Beerthuis,,Open_Y,Open_Semis,"This house believes that the United States of America should invade, and forcibly partition Iraq.",,International Relations,"Security, War and Military",,
2013-11-15,IoNA,United Kingdom,2,Cambridge IV,,,,,,,,,https://www.facebook.com/events/599836316713988/,3,3,"THBT despite the expressed wishes of the Pakistani government, the United States should continue to target the leaders of Tehrik-i-Talibani (Pakistani Taliban). ",,International Relations,"Security, War and Military",,
2013-11-15,IoNA,United Kingdom,2,Cambridge IV,,,,,,,,,https://www.facebook.com/events/599836316713988/,Open_Y,Open_Semis,"Instead of creating a Jewish state in the British Mandate of Palestine, with the benefit of hindsight THW have created a Jewish state in Germany. ",,International Relations,"Security, War and Military",,
2013-11-15,IoNA,United Kingdom,2,Cambridge IV,,,,,,,,,https://www.facebook.com/events/599836316713988/,Open_Z,Open_Finals,THBT it is in the West's interests for Assad to decisively win the Syrian civil war. ,,International Relations,"Security, War and Military",,
2013-11-10,IoNA,United Kingdom,2,Oxford IV,,,,,,,,,,5,5,THBT national war memorials should commemorate the casualties on all sides of the conflict. ,,International Relations,"Security, War and Military",,
2013-11-10,IoNA,United Kingdom,2,Oxford IV,,,,,,,,,,ESL_Z,ESL_Finals,THBT liberal democracies should cut all  economic and military ties with the Kingdom of Saudi Arabia. ,,International Relations,Economics,"Security, War and Military",
2015-12-12,IoNA,United Kingdom,0,Birmingham IV,Jennie Hope,Joshua Bailey,Jamie Jackson,Ruby Holmes,,,,,,4,4,THBT LGBTQ+ campaigns should criticise the nuclear family,,LGBT+,Family,,
2015-10-24,IoNA,United Kingdom,0,SOAS IV,Joe Dyer,Helena Ivanov,Michael Dunn-Goekjian,Jamie Batchelor,,,,,,Open_Y,Open_Semis,"THBT the trans movement should actively seek to separate themselves, their issues and their collective identity from the LGBTQ movement in their campaigns and in the public consciousness",,LGBT+,,,
2015-10-10,IoNA,Ireland,0,UCD IV,Clíodhna Ní Chéileachair,Gavin O' Leary,Helena Ivanov,Ed Mancey,,,,,,2,2,THS the July 2015 decision of the UK government to deny a visa to Tyler the Creator,,LGBT+,Feminism,Art and Culture,
2015-12-12,IoNA,United Kingdom,0,Birmingham IV,Jennie Hope,Joshua Bailey,Jamie Jackson,Ruby Holmes,,,,,,Open_X,Open_Quarters,THW allow mental health charities to sue media outlets for the defamation of the mentally ill,"Defamation is a legal action whereby an individual or small group (e.g. A family or the Birmingham IV CA team) sues another for damaging their reputation through the telling of lies. 
Remedies for these actions can include financial restitution, injunctions (a court order to stop the defamation) and/or public retractions. 
At present, collective actions for defamation cannot be brought on behalf of broad classes. 
For example, Muslims cannot sue for defamation if a national newspaper said that they all supported ISIS.",Media,Criminal Justice System,Social Policy,
2015-10-10,IoNA,Ireland,0,UCD IV,Clíodhna Ní Chéileachair,Gavin O' Leary,Helena Ivanov,Ed Mancey,,,,,,Open_Z,Open_Final,THR the overwhelming narrative of good triumphing over evil in children’s entertainment,,Media,Education,,
2015-08-03,Europe,Austria,2,EUDC,Christine Simpson,Michael Shapira,Amanda Moorghen,Emilia Carlqvist,Gavin Illsley,,,,,6,6,This House would only allow the media and campagning organisations to depict or publish information about the deceased in a tragedy with the explicit permission of the family.,,Media,,,
2015-01-01,International,Malaysia,3,WUDC,Shafiq Bazari,Jonathan Leader Maynard,Danique Van Koppenhagen,Sebastian Templeton,Engin Arikan,Brett Frazer,Madeline Schultz,,,4,4,THW prohibit the media from reporting on the mental illness of those accused of crimes,,Media,Freedoms,,
2016-01-01,International,Greece,3,WUDC,Manos Moschopoulos,Arinah Najwa,Chris Bisset,John McKee,Josh Zoffer,Sarah Balakrishnan,Tasneem Elias,,,EFL_Z,EFL_Final,THBT campaigners for refugee protection should not use pictures displaying the graphic suffering of refugees as part of their advocacy.,,Media,Social Movements,,
2016-01-01,International,Greece,3,WUDC,Manos Moschopoulos,Arinah Najwa,Chris Bisset,John McKee,Josh Zoffer,Sarah Balakrishnan,Tasneem Elias,,,Open_V,Open_Partials,"TH regrets mainstream, commercial films that depict historical subjugation and/or crimes against humanity.",,Media,"Security, War and Military",,
2016-02-13,IoNA,Wales,0,Swansea Open,Craig McDonald,Elizabeth Chloe Romanis,,,,,,,,3,3,THBT characters with disabilities in film and television should always be played by individuals with disabilities.,,Media,Social Movements,,
2016-01-22,North America and Canada,Canada,0,NorthAms,Veenu Goswami,Alex Mechanick,Matt Summers,Aislin Flynn,,,,,,5,5,THW prefer a world without pornography,,Media,Social Movements,Morality,
2014-08-19,Europe,"Zagreb, Croatia",2,Zagreb EUDC,Rebecca Meredith,Milan Vignjevic,Alon van Dam,Ashish Kumar,Engin Arikan,Maja Cimerman,Sella Nevo,Tomas Beerthuis,,3,3,"This house would ban international aid charities from using senational, graphic, or overly-emotional images of suffering in fundraising and advertising campaigns.",,Media,International Relations,,
2013-11-10,IoNA,United Kingdom,2,Oxford IV,,,,,,,,,,Open_X,Open_Quarters,"THW, as a liberal democracy, restrict coverage of small-scale terrorist attacks. ",,Media,Terrorism,,
2015-11-20,IoNA,United Kingdom,2,Cambridge IV,Michael Dunn Goekjian,Syed Saddiq,Emilia Carlqvist,Manos Moschopoulos,,,,,,1,1,This house believes that medical staff should be able to opt out of providing treatments on religious or ethical grounds,,Medical Ethics,Religion,,
2015-08-03,Europe,Austria,2,EUDC,Christine Simpson,Michael Shapira,Amanda Moorghen,Emilia Carlqvist,Gavin Illsley,,,,,4,4,"This House would ban any treatment, service or ritual from claiming a physical healing effect until it is tested and proven more effective than a placebo by a national regulator.",,Medical Ethics,,,
2015-01-01,International,Malaysia,3,WUDC,Shafiq Bazari,Jonathan Leader Maynard,Danique Van Koppenhagen,Sebastian Templeton,Engin Arikan,Brett Frazer,Madeline Schultz,,,7,7,THW ban the research and production of moral enhancement drugs,,Medical Ethics,Morality,,
2015-01-01,International,Malaysia,3,WUDC,Shafiq Bazari,Jonathan Leader Maynard,Danique Van Koppenhagen,Sebastian Templeton,Engin Arikan,Brett Frazer,Madeline Schultz,,,9,9,"TH, as a medical professional employed by the US military or security sevices, would, and would encourage others, to refuse orders to provide medical treatment to individuals undergoing 'enhanced interrogation techniques'",,Medical Ethics,Morality,"Security, War and Military",
2015-01-01,International,Malaysia,3,WUDC,Shafiq Bazari,Jonathan Leader Maynard,Danique Van Koppenhagen,Sebastian Templeton,Engin Arikan,Brett Frazer,Madeline Schultz,,,ESL_X,ESL_Quarters,THBT the African-American community should actively oppose 'broken windows policies',,Minority Communities,Social Policy,,
2016-01-01,International,Greece,3,WUDC,Manos Moschopoulos,Arinah Najwa,Chris Bisset,John McKee,Josh Zoffer,Sarah Balakrishnan,Tasneem Elias,,,Open_X,Open_Quarters,"TH supports the establishment of a Black secessionary state within the territory of the United States, the founding of which is supported by the American government.",,Minority Communities,Politics,,
2015-12-12,IoNA,United Kingdom,0,Birmingham IV,Jennie Hope,Joshua Bailey,Jamie Jackson,Ruby Holmes,,,,,,2,2,THW programme self-driving cars to prioritise the number of lives saved when faced with unavoidable collisions as opposed to prioritising the safety of the driver.,Self­driving cars are automated modes of transport that are about to enter the market. They do not require driver control and make autonomous decisions about how to get your car to its destination.,Morality,Science and Technology,,
2015-12-12,IoNA,United Kingdom,0,Birmingham IV,Jennie Hope,Joshua Bailey,Jamie Jackson,Ruby Holmes,,,,,,Novice_Z,Novice_Final,"THBT when faced with the choice between spending discretionary income on non-essentials or giving to charity, individuals should always choose to give to charity",,Morality,Economics,,
2015-08-03,Europe,Austria,2,EUDC,Christine Simpson,Michael Shapira,Amanda Moorghen,Emilia Carlqvist,Gavin Illsley,,,,,7,7,TH believes that the West should stop all attempts to gather information or intelligence by deception and/or coercion of foreign citizens,,Morality,International Relations,"Security, War and Military",
2015-08-03,Europe,Austria,2,EUDC,Christine Simpson,Michael Shapira,Amanda Moorghen,Emilia Carlqvist,Gavin Illsley,,,,,ESL_X,ESL_Quarters,TH would legalise surrogacy for profit in Western Liberal Democracies,,Morality,Economics,Feminism,
2015-08-03,Europe,Austria,2,EUDC,Christine Simpson,Michael Shapira,Amanda Moorghen,Emilia Carlqvist,Gavin Illsley,,,,,ESL_Z,ESL_Final,TH believes that parents of a musical child genius have a moral obligation to push that child to maximise their musical potential.,,Morality,Social Policy,,
2016-01-01,International,Greece,3,WUDC,Manos Moschopoulos,Arinah Najwa,Chris Bisset,John McKee,Josh Zoffer,Sarah Balakrishnan,Tasneem Elias,,,Masters_2,Masters_2,THW kill baby Hitler,,Morality,,,
2016-01-01,International,Greece,3,WUDC,Manos Moschopoulos,Arinah Najwa,Chris Bisset,John McKee,Josh Zoffer,Sarah Balakrishnan,Tasneem Elias,,,Open_Z,Open_Final,THBT the world's poor would be justified in pursuing complete Marxist revolution.,,Morality,Politics,Economics,
2016-01-22,North America and Canada,Canada,0,NorthAms,Veenu Goswami,Alex Mechanick,Matt Summers,Aislin Flynn,,,,,,Open_X,Open_Quarters,THW ban savior siblings,,Morality,Social Policy,,
2016-01-22,North America and Canada,Canada,0,NorthAms,Veenu Goswami,Alex Mechanick,Matt Summers,Aislin Flynn,,,,,,Open_Z,Open_Final,You have invented a pill that would compel the user to tell the truth. THW destroy it.,,Morality,The Human Experience,,
2015-12-12,IoNA,United Kingdom,0,Birmingham IV,Jennie Hope,Joshua Bailey,Jamie Jackson,Ruby Holmes,,,,,,Open_Y,Open_Semis,THBT the Parliamentary Labour Party should immediately depose Jeremy Corbyn by a vote of no confidence,,Politics,,,
2015-11-13,IoNA,United Kingdom,2,Oxford IV,Steven Ramesh Rajavinothan,Helena Ivanov,Ben Sprung-Keyser,Marlena Valles,,,,,,2,2,This house believes US immigration policy should only prioritise merit-based standards of acceptance over the reunification of families.,,Politics,Social Policy,Economics,Immigration
2015-11-13,IoNA,United Kingdom,2,Oxford IV,Steven Ramesh Rajavinothan,Helena Ivanov,Ben Sprung-Keyser,Marlena Valles,,,,,,Open_Z,Open_Final,A new planet has been discovered identical to Earth. 1 of 2 systems can be implemented on this planet (or words to that effect). THW implement communism over capitalism.,,Politics,Economics,,
2015-10-24,IoNA,United Kingdom,0,SOAS IV,Joe Dyer,Helena Ivanov,Michael Dunn-Goekjian,Jamie Batchelor,,,,,,4,4,THBT Donald Trump’s presidential campaign is good for America,,Politics,International Relations,,US Politics
2015-10-10,IoNA,Ireland,0,UCD IV,Clíodhna Ní Chéileachair,Gavin O' Leary,Helena Ivanov,Ed Mancey,,,,,,1,1,"THW require approval from local referenda for all major land development decisions (e.g stadiums, airport extensions, railways etc.)",,Politics,,,
2015-10-10,IoNA,Ireland,0,UCD IV,Clíodhna Ní Chéileachair,Gavin O' Leary,Helena Ivanov,Ed Mancey,,,,,,Open_Y,Open_Semis,THBT political parties’ Cabinets and Shadow Cabinets should be elected by the members of that party,,Politics,,,
2015-08-03,Europe,Austria,2,EUDC,Christine Simpson,Michael Shapira,Amanda Moorghen,Emilia Carlqvist,Gavin Illsley,,,,,1,1,This House would pay all elected politicians the median wage in their country.,,Politics,Economics,,
2015-08-03,Europe,Austria,2,EUDC,Christine Simpson,Michael Shapira,Amanda Moorghen,Emilia Carlqvist,Gavin Illsley,,,,,ESL_Y1,ESL_Semis_Aborted,TH would allow EU citizens to donate to political parties in any EU state,,Politics,,,EU
2015-04-19,North America and Canada,USA,2,HWS Round Robin,Sharmila Parmanand ,,,,,,,,,Open_Z,Open_Final,THBT prominent civil society activists should choose not to run for public office.,,Politics,Social Movements,,
2015-01-01,International,Malaysia,3,WUDC,Shafiq Bazari,Jonathan Leader Maynard,Danique Van Koppenhagen,Sebastian Templeton,Engin Arikan,Brett Frazer,Madeline Schultz,,,EFL_Z,EFL_Final,"THBT progressive politicians in conservative societies should pander to bigots, racists, hardline conservatives and others with regressive views in attempting to win elections",,Politics,Social Movements,,
2016-01-01,International,Greece,3,WUDC,Manos Moschopoulos,Arinah Najwa,Chris Bisset,John McKee,Josh Zoffer,Sarah Balakrishnan,Tasneem Elias,,,6,6,THBT states should adopt sunset clauses that legally force them to review and either re-authorize or revise their constitutions every generation,"A sunset clause is a legal measure that provides that the law in which it is contained shall expire after a specific date, unless further action is taken to extend it.",Politics,Criminal Justice System,,
2016-01-01,International,Greece,3,WUDC,Manos Moschopoulos,Arinah Najwa,Chris Bisset,John McKee,Josh Zoffer,Sarah Balakrishnan,Tasneem Elias,,,ESL_Z,ESL_Finals,TH supports the decline of the nations-state's power in an increasingly globalized world.,,Politics,International Relations,,
2016-02-13,IoNA,United Kingdom,1,LSE Open,Karin Merckens,Simon Tunnicliffe,Kate Brooks,,,,,,,2,2,"THIS HOUSE WOULD require all government ministers to have majority approval from the professional bodies their department has legislative responsibility for. (For example, the UK Minister for Health would need majority approval from the British Medical Association)",,Politics,,,
2016-02-13,IoNA,United Kingdom,1,LSE Open,Karin Merckens,Simon Tunnicliffe,Kate Brooks,,,,,,,Open_Y,Open Semifinal,THBT The USA should adopt a parliamentary democracy rather than a presidential one.,,Politics,,,US Politics
2014-08-19,Europe,"Zagreb, Croatia",2,Zagreb EUDC,Rebecca Meredith,Milan Vignjevic,Alon van Dam,Ashish Kumar,Engin Arikan,Maja Cimerman,Sella Nevo,Tomas Beerthuis,,2,2,This house supports two-party political systems over multi-party political systems.,,Politics,,,
2014-08-19,Europe,"Zagreb, Croatia",2,Zagreb EUDC,Rebecca Meredith,Milan Vignjevic,Alon van Dam,Ashish Kumar,Engin Arikan,Maja Cimerman,Sella Nevo,Tomas Beerthuis,,6,6,This house would introduce blind voting.,,Politics,,,
